"","elementId","type","substitutionGroup","periodType","abstract","nillable","balance","ns"
"139","tifrs-bsci-ci_MaterialsAndSuppliesInTransit","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"140","tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesManufacturingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"141","tifrs-bsci-ci_InventoriesManufacturingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"142","tifrs-bsci-ci_InventoriesForConstructionBusinessAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"143","tifrs-bsci-ci_BuildingsAndLandHeldForSale","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"144","tifrs-bsci-ci_ParkingSpaceHeldForSale","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"145","tifrs-bsci-ci_LandHeldForConstructionSite","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"146","tifrs-bsci-ci_PrepaymentForLandPurchases","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"147","tifrs-bsci-ci_MaterialsMaterialsInStock","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"148","tifrs-bsci-ci_MaterialsInTransit","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"149","tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesForConstructionBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"150","tifrs-bsci-ci_InventoriesForConstructionBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"151","tifrs-bsci-ci_InventoriesOtherBusinessesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"152","tifrs-bsci-ci_FuelsOils","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"153","tifrs-bsci-ci_Supplies-InventoriesOtherBusinesses","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"154","tifrs-bsci-ci_RestaurantSuppliesForRestaurantBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"155","tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesOtherBusinesses","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"156","tifrs-bsci-ci_InventoriesOtherBusinesses","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"157","tifrs-bsci-ci_AgriculturalProduce","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"158","tifrs-bsci-ci_ConstructionInProgressForConstructionContractingBusinessAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"159","tifrs-bsci-ci_MaterialUsedInConstruction","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"160","tifrs-bsci-ci_SubcontractsUsedInConstruction","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"161","tifrs-bsci-ci_LaborUsedInConstruction","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"162","tifrs-bsci-ci_OverheadUsedInConstruction","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"163","tifrs-bsci-ci_ConstructionOverheadToBeAllocated","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"164","tifrs-bsci-ci_ConstructionInProgressCapitalizedInterestPayments","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"165","tifrs-bsci-ci_ConstructionInProgressConstructionIncomeOrLoss","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"166","tifrs-bsci-ci_ConstructionInProgressForConstructionContractingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"167","tifrs-bsci-ci_CurrentBiologicalAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"168","tifrs-bsci-ci_CurrentConsumableiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"169","tifrs-bsci-ci_AccumulatedDepreciationCurrentConsumableBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"170","tifrs-bsci-ci_AccumulatedImpairmentCurrentConsumableBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"171","tifrs-bsci-ci_CumulativeChangeInFairValueLessCostsToSellOfCurrentConsumableBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"172","tifrs-bsci-ci_CurrentBeareriologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"173","tifrs-bsci-ci_AccumulatedDepreciationCurrentBearerBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"174","tifrs-bsci-ci_AccumulatedImpairmentCurrentBearerBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"175","tifrs-bsci-ci_CumulativeChangeInFairValueLessCostsToSellOfCurrentBearerBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"176","tifrs-bsci-ci_PrepaymentsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"177","tifrs-bsci-ci_AdvanceWagesAndSalaries","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"178","tifrs-bsci-ci_PrepaidRents","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"179","tifrs-bsci-ci_CaptainsAdvancesForSeaLandShippingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"180","tifrs-bsci-ci_PrepaidInsurancePremiums","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"181","tifrs-bsci-ci_OfficeSupplies","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"182","tifrs-bsci-ci_CurrentPrepaidPensionCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"183","tifrs-bsci-ci_OtherPrepaidExpenses","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"184","tifrs-bsci-ci_PrepaymentsToSuppliers","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"185","tifrs-bsci-ci_CurrentPrepaymentsForInvestments","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"186","tifrs-bsci-ci_BusinessTaxPaidOrInputVAT","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"187","tifrs-bsci-ci_ExcessBusinessTaxPaidOrNetInputVAT","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"188","tifrs-bsci-ci_OtherPrepayments","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"189","tifrs-bsci-ci_Prepayments","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"190","tifrs-bsci-ci_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwnersAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"191","tifrs-bsci-ci_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners-NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"192","tifrs-bsci-ci_AccumulatedImpairmentNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"193","tifrs-bsci-ci_NoncurrentAssetsClassifiedAsHeldForSaleNetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"194","tifrs-bsci-ci_NoncurrentAssetsClassifiedAsHeldForSale","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"195","tifrs-bsci-ci_AccumulatedImpairmentNoncurrentAssetsClassifiedAsHeldForSale","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"196","tifrs-bsci-ci_NoncurrentAssetsClassifiedAsHeldForSaleNet","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"197","tifrs-bsci-ci_OtherCurrentAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"198","tifrs-bsci-ci_TemporaryDebits","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"199","tifrs-bsci-ci_PaymentOnBehalfOfOthers","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"200","tifrs-bsci-ci_AdvancesToEmployeesShipCrew","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"201","tifrs-bsci-ci_DeferredForeignExchangeLosses","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"202","tifrs-bsci-ci_AgencyCurrentdebitForSeaLandShippingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"203","tifrs-bsci-ci_ConstructionDepositsPaid","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"204","tifrs-bsci-ci_OtherCurrentAssetsOthers","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"205","tifrs-bsci-ci_OtherCurrentAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"206","tifrs-bsci-ci_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"207","tifrs-bsci-ci_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"208","tifrs-bsci-ci_AdjustmentsForChangeInValueOfNoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"209","tifrs-bsci-ci_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"210","tifrs-bsci-ci_AdjustmentsForChangeInValueOfNoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"211","tifrs-bsci-ci_NoncurrentFinancialAssetsHeldForTrading","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"212","tifrs-bsci-ci_AdjustmentsForChangeInValueOfNoncurrentFinancialAssetsHeldForTrading","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"213","tifrs-bsci-ci_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLoss","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"214","tifrs-bsci-ci_NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncomeAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"215","tifrs-bsci-ci_NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome-NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"216","tifrs-bsci-ci_AdjustmentsForChangeInValueOfNoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"217","tifrs-bsci-ci_NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"218","tifrs-bsci-ci_NoncurrentAvailableForSaleFinancialAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"219","tifrs-bsci-ci_NoncurrentAvailableForSaleFinancialAssets-NoncurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"220","tifrs-bsci-ci_AdjustmentsForChangeInValueOfNoncurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"221","tifrs-bsci-ci_AccumulatedImpairmentNoncurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"222","tifrs-bsci-ci_NoncurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"223","tifrs-bsci-ci_HeldToMaturityNoncurrentFinancialAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"224","tifrs-bsci-ci_HeldToMaturityNoncurrentFinancialAssets-HeldToMaturityNoncurrentFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"225","tifrs-bsci-ci_AccumulatedImpairmentHeldToMaturityNoncurrentFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"226","tifrs-bsci-ci_HeldToMaturityNoncurrentFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"227","tifrs-bsci-ci_DerivativeNoncurrentFinancialAssetsForHedging","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"228","tifrs-bsci-ci_NoncurrentFinancialAssetsAtAmortisedCostAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"229","tifrs-bsci-ci_NoncurrentFinancialAssetsAtAmortisedCost-NoncurrentFinancialAssetsAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"230","tifrs-bsci-ci_AccumulatedImpairmentNoncurrentFinancialAssetsAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"231","tifrs-bsci-ci_NoncurrentFinancialAssetsAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"232","tifrs-bsci-ci_NoncurrentFinancialAssetsAtCostAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"233","tifrs-bsci-ci_NoncurrentFinancialAssetsAtCost-NoncurrentFinancialAssetsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"234","tifrs-bsci-ci_AccumulatedImpairmentNoncurrentFinancialAssetsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"235","tifrs-bsci-ci_NoncurrentFinancialAssetsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"236","tifrs-bsci-ci_NoncurrentBondInvestmentWithoutActiveMarketAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"237","tifrs-bsci-ci_NoncurrentBondInvestmentWithoutActiveMarket-NoncurrentBondInvestmentWithoutActiveMarket","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"238","tifrs-bsci-ci_AccumulatedImpairmentNoncurrentBondInvestmentWithoutActiveMarket","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"239","tifrs-bsci-ci_NoncurrentBondInvestmentWithoutActiveMarket","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"240","tifrs-bsci-ci_InvestmentsAccountedForUsingEquityMethodAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"241","tifrs-bsci-ci_InvestmentsAccountedForUsingEquityMethod-InvestmentsAccountedForUsingEquityMethod","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"242","tifrs-bsci-ci_AccumulatedImpairmentInvestmentsAccountedForUsingEquityMethod","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"243","tifrs-bsci-ci_LandNetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"244","tifrs-bsci-ci_LandCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"245","tifrs-bsci-ci_LandRevaluationIncrementDecrement","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"246","tifrs-bsci-ci_AccumulatedImpairmentLand","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"247","tifrs-bsci-ci_LandImprovementsNetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"248","tifrs-bsci-ci_LandImprovementsCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"249","tifrs-bsci-ci_LandImprovementsRevaluationIncrementDecrement","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
